,Cena,Kupione,Chłodzenie:,Faktura:,Interfejs złącza karty:,Pamięć:,Producent chipsetu:,Producent:,Rodzaj pamięci:,Stan:,Szyna pamięci:,Model
2354,600,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,128,GTX1050ti
2355,2399,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
2356,749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Powystawowy,512,GTX690
2357,752,1,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
2358,1140,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,6,NVIDIA,EVGA,GDDR5,Używany,384,GTX980ti
2359,599,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,nVidia,GDDR5,Używany,128,QUADROk2200
2360,698,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,ZOTAC,GDDR5,Nowy,192,GTX1060
2361,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,MSI,GDDR5,Powystawowy,384,GTX780
2362,1460,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,8,AMD,Gigabyte,HBM 2,Używany,2048,RXvega56
2363,1089,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR5,Nowy,192,GTX1060
2364,753,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
2365,570,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Asus,GDDR5,Używany,256,GTX970
2366,2195,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR5,Nowy,256,GTX1080
2367,564,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,MSI,DDR5,Nowy,128,RX550
2368,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2369,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
2370,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
2371,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
2373,699,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,XFX,GDDR5,Używany,256,RX480
2374,1449,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1070
2375,949,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX1070
2376,1082,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
2377,449,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,SAPPHIRE,GDDR5,Używany,256,RX470
2378,535,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,DDR5,Używany,192,RX570
2379,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,ZOTAC,GDDR5,Nowy,128,GTX1050
2380,599,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,SAPPHIRE,GDDR5,Używany,256,RX570
2381,699,0,pasywne,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Palit,GDDR5,Nowy,128,GTX1050ti
2382,742,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
2383,2500,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,11,NVIDIA,MSI,GDDR5,Używany,352,GTX1080ti
2384,570,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Używany,128,GTX1050ti
2385,508,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,PowerColor,DDR5,Nowy,128,RX550
2386,649,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,ZOTAC,GDDR5,Nowy,128,GTX1050
2387,440,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,AMD,GDDR5,Używany,128,RX560
2388,759,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,SAPPHIRE,GDDR5,Używany,256,RX580
2389,1799,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5X,Powystawowy,256,GTX1080
2390,989,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,DDR5,Nowy,256,RX580
2391,840,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Używany,256,RX580
2392,1296,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
2393,1399,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR5,Nowy,256,GTX1070
2394,520,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,SAPPHIRE,DDR5X,Używany,256,RX580
2395,3556,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,EVGA,inna,Nowy,256,RTX2080
2396,729,1,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,DDR5,Nowy,128,GTX1050ti
2397,4195,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Nowy,256,RTX2080
2398,758,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,XFX,DDR5,Nowy,256,RX570
2399,469,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,SAPPHIRE,DDR5,Używany,256,RX570
2400,459,0,pasywne,Wystawiam fakturę VAT,inny,2,AMD,Gigabyte,DDR5,Nowy,128,RX550
2401,1250,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1070
2402,850,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,MSI,DDR5,Nowy,192,GTX1060
2403,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2404,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
2405,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
2406,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
2407,519,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
2408,999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
2409,1650,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,EVGA,GDDR5,Używany,256,GTX1070ti
2410,420,0,powietrzem,Nie wystawiam faktury,PCI Express,2,NVIDIA,MSI,GDDR5,Używany,128,GTX960
2411,3749,0,powietrzem,Wystawiam fakturę VAT,inny,8,AMD,Gigabyte,inna,Nowy,2048,RXvega64
2412,799,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Nowy,128,GTX1050ti
2413,3760,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2080
2415,550,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,128,GTX1050ti
2416,649,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Używany,128,QUADROk2200
2418,4262,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,PNY,inna,Nowy,256,RTX4000
2419,639,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050
2420,939,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,nVidia,GDDR5,Nowy,256,GTX1060
2421,445,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,SAPPHIRE,GDDR5,Używany,256,RX470
2422,1282,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,inna,Nowy,192,GTX1660ti
2423,1260,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,HBM 2,Używany,2048,RXvega56
2424,575,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Asus,GDDR5,Używany,256,RX580
2425,629,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5X,Nowy,128,GTX1050
2426,629,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX980
2427,1849,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,RTX2060
2428,1500,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX1070ti
2429,1199,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,ZOTAC,GDDR5,Używany,256,GTX1070
2430,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2431,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
2432,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
2433,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
2434,599,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Powystawowy,128,QUADROp620
2435,500,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Asus,GDDR5,Powystawowy,256,RX570
2436,3199,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2080
2437,2389,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
2438,1349,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,GTX1660ti
2439,600,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,EVGA,GDDR5,Używany,256,GTX970
2441,1063,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,DDR5,Nowy,256,RX570
2442,599,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Asus,GDDR5,Używany,256,RX480
2443,550,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,NVIDIA,GDDR5,Używany,192,QUADROk4000
2444,902,1,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
2445,550,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Asus,DDR5,Używany,256,GTX970
2446,1999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADROk5200
2447,849,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Asus,DDR5,Nowy,128,RX560
2448,1190,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR5,Używany,256,GTX1070
2449,999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Nowy,256,GTX680
2450,719,1,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,PALIT,DDR5,Nowy,128,GTX1050ti
2451,669,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gigabyte,DDR5,Nowy,128,GTX1050
2452,2199,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
2453,2049,1,powietrzem,Wystawiam fakturę VAT,PCI Express,5,NVIDIA,NVIDIA,GDDR5,Nowy,192,QUADROp2000
2454,680,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,EVGA,GDDR5,Po zwrocie,256,GTX970
2455,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2456,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
2457,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
2458,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
2459,1163,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,ASUS,DDR5,Nowy,192,GTX1660
2460,679,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,AMD,DDR5,Nowy,256,RX570
2461,659,0,powietrzem,Wystawiam fakturę VAT,PCI,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
2462,649,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,ZOTAC,GDDR5,Używany,192,GTX1060
2463,1799,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,RTX2060
2464,520,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Asus,DDR5,Używany,256,GTX970
2465,740,0,pasywne,Wystawiam fakturę VAT-marża,inny,4,NVIDIA,NVIDIA,GDDR5,Powystawowy,256,QUADROk4100
2466,550,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,DDR5,Używany,128,GTX1050ti
2467,1700,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,RTX2060
2468,549,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Używany,128,GTX1050ti
2469,534,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Asus,DDR5,Używany,256,GTX970
2470,700,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Gainward,GDDR5,Używany,192,GTX1060
2471,560,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,256,GTX970
2472,854,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,MSI,GDDR5,Po zwrocie,192,GTX1060
2473,955,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2474,599,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Asus,GDDR5,Używany,256,RX580
2475,1099,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5X,Nowy,192,GTX1060
2476,1400,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX1070ti
2477,2370,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,11,NVIDIA,NVIDIA,GDDR5X,Używany,352,GTX1080ti
2478,1140,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070
2479,1600,0,hybrydowe,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR5X,Używany,256,GTX1080
2480,730,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,256,GTX970
2481,1399,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Gigabyte,HBM 2,Używany,2048,RXvega56
2482,1899,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Nowy,256,GTX1070
2483,499,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,Gigabyte,GDDR5,Nowy,128,RX560
2484,1050,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
2485,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2486,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
2487,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
2488,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
2489,629,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050
2490,949,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050ti
2491,749,0,pasywne,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050ti
2492,490,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Gigabyte,GDDR5,Używany,256,RX570
2493,749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Asus,GDDR5,Nowy,192,GTX1060
2494,630,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Używany,128,GTX960
2495,810,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Używany,192,GTX1060
2497,500,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,ZOTAC,GDDR5,Nowy,128,GTX1050
2498,499,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Gigabyte,GDDR5,Używany,256,RX570
2499,658,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,MSI,GDDR5,Nowy,128,RX550
2500,530,0,powietrzem,Nie wystawiam faktury,PCI Express,2,NVIDIA,MSI,GDDR5,Używany,128,GTX1050
2501,489,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,nVidia,GDDR5,Używany,320,QUADRO5000
2502,1500,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR5X,Używany,256,GTX1080
2504,1000,0,hybrydowe,Nie wystawiam faktury,PCI Express,4,NVIDIA,Asus,GDDR5,Używany,256,GTX970
2505,1240,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,6,NVIDIA,Asus,GDDR5,Używany,384,GTX980ti
2506,1059,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,GDDR5,Nowy,256,RX580
2507,835,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Palit,DDR5,Nowy,128,GTX1050ti
2508,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2509,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
2510,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
2511,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
2512,1089,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Nowy,192,GTX1660
2513,1499,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR5,Nowy,256,GTX1070
2514,1466,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Nowy,192,GTX1060
2515,749,0,hybrydowe,Nie wystawiam faktury,PCI Express,6,NVIDIA,EVGA,GDDR5,Używany,192,GTX1060
2516,644,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
2517,649,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,4,NVIDIA,Galax,GDDR5,Używany,256,GTX970
2518,3889,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,DDR6,Nowy,256,RTX2080
2519,1599,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1080
2520,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,GDDR5,Powystawowy,256,RX580
2521,439,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,4,AMD,Asus,GDDR5,Używany,256,RX570
2522,504,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,XFX,GDDR5,Nowy,128,RX550
2523,820,2,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
2524,1590,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Używany,256,RX570
2525,1180,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070
2526,600,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,8,AMD,MSI,GDDR5,Używany,256,RX470
2527,519,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,Palit,GDDR5,Używany,192,GTX1060
2528,619,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Palit,GDDR5,Nowy,128,GTX1050
2529,1049,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX1070
2530,899,1,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Palit,GDDR5,Nowy,192,GTX1060
2531,449,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX770
2532,1099,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX1070
2533,430,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX670
2534,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2535,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
2536,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
2537,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
2538,470,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,SAPPHIRE,GDDR5,Używany,256,RX480
2539,474,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,XFX,GDDR5,Nowy,128,RX550
2540,999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,192,GTX1060
2541,800,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Używany,192,GTX1060
2542,1180,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,DDR6,Nowy,192,GTX1660
2543,1470,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR5,Nowy,192,GTX1060
2544,1949,0,powietrzem,Nie wystawiam faktury,PCI Express,12,NVIDIA,NVIDIA,GDDR5,Używany,384,QUADROk6000
2545,1249,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR5,Nowy,192,GTX1060
2546,1558,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,RTX2060
2547,2239,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,5,NVIDIA,PNY,GDDR5,Nowy,64,QUADROp2000
2548,1284,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,inna,Nowy,192,GTX1660ti
2549,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,GDDR5,Używany,256,RX580
2550,2411,0,powietrzem,Wystawiam fakturę VAT,PCI Express,12,NVIDIA,NVIDIA,GDDR5,Używany,384,QUADROk6000
2551,2030,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR6,Nowy,192,RTX2060
2552,700,0,powietrzem,Nie wystawiam faktury,PCI,8,AMD,SAPPHIRE,DDR5,Używany,256,RX580
2553,1030,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX1070
2554,898,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Używany,128,QUADROm2000
2555,469,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,128,GTX1050ti
2556,720,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050
2557,1279,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1060
2558,1149,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
2559,900,1,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Gigabyte,GDDR5,Używany,256,RX580
2560,600,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Gigabyte,GDDR5,Używany,256,RX470
2561,409,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Gigabyte,GDDR5,Używany,128,RX460
2562,699,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,EVGA,GDDR5,Używany,256,GTX670
2563,2799,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,MSI,GDDR5,Używany,352,GTX1080ti
2564,1614,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,RTX2060
2565,648,0,powietrzem,Wystawiam fakturę VAT,PCI Express,32,NVIDIA,NVIDIA,GDDR5,Używany,192,QUADROk4000
2566,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,GDDR5,Po zwrocie,256,RX580
2567,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
2568,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
2569,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
2570,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
2571,1199,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Asus,GDDR5,Używany,256,RX580
